gene_symbol,log2FoldChange,pvalue
Adra2a,0.015907912,0.99999707
Gm43124,0.080354865,0.99999707
Rtp4,0.14656763,0.692271177
Ttc13,0.063428161,0.99999707
RP24-282C4.6,0.03797609,0.99999707
Gdap10,0.022395022,0.99999707
Gm17511,-0.035170445,0.99999707
Parp6,-0.07448654,0.99999707
Prmt7,0.211890263,0.446958249
Wac,0.038881091,0.99999707
Cep290,-0.028123991,0.99999707
Gm28370,-0.023751629,0.99999707
Gm7858,0.007338002,0.99999707
Gm25848,0.005856697,0.99999707
Hmgn5,-0.074346062,0.99999707
RP24-86H17.1,-0.041289282,0.99999707
Scarna13,-0.069858139,0.99999707
Klhdc10,0.029167349,0.99999707
0610012G03Rik,0.037048668,0.99999707
Cox6b2,-0.023640196,0.99999707
Gm5391,-0.041587043,0.99999707
RP23-424C4.8,-0.060400045,0.99999707
Cutc,-0.076073053,0.99999707
Ighd3-2,0.003468544,0.99999707
Ppfibp1,-0.038363713,0.99999707
Nectin2,-0.060108368,0.99999707
Tmem60,0.135915241,0.978775879
Zfp128,-0.015025302,0.99999707
Gm11878,-0.00040383,0.99999707
Insrr,0.064251204,0.99999707
Laptm4b,-0.017024791,0.99999707
Cd47,0.028827084,0.99999707
Shpk,-0.001668551,0.99999707
Tnks1bp1,0.043582035,0.99999707
Gata3,0.045904886,0.99999707
Tshz1,-0.011224456,0.99999707
Snapc1,0.025977432,0.99999707
Emc4,0.016667719,0.99999707
Mocs3,0.109939255,0.891241783
Cecr5,0.07609905,0.99999707
4930579K19Rik,0.002020616,0.99999707
Gm15956,-0.116228094,0.99999707
Fkbp14,0.12187738,0.75338314
Zfp383,0.049161684,0.99999707
Gm8566,-0.132829658,0.757893101
Atp6v0c-ps1,-0.126972394,0.93380146
Prom1,-0.065579036,0.99999707
Ccdc61,-0.201275755,0.132927493
Dhx38,0.094255681,0.99999707
Zc3h12d,0.07489021,0.99999707
Serpinb9,0.030622512,0.99999707
Camkmt,0.103511638,0.99999707
Fam46b,0.01278913,0.99999707
Zfp599,-0.011721427,0.99999707
Ppan,-0.021580844,0.99999707
Smim11,-0.058536193,0.99999707
Dalrd3,0.027071961,0.99999707
Gtf3c6,0.053188864,0.99999707
Fcrl6,0.094712048,0.969200375
RP23-23P9.3,0.002356384,0.99999707
Vmn2r29,-0.015261609,0.99999707
Lsp1,0.002076667,0.99999707
Smtnl2,0.028052588,0.99999707
Sdhc,-0.029233843,0.99999707
Cyp4x1,0.019209512,0.99999707
Gm20695,-0.033281715,0.99999707
Tceanc2,0.014125851,0.99999707
Lactbl1,-0.020721921,0.99999707
Tmem39b,0.082168982,0.99999707
Fam46d,-0.060516651,0.99999707
Gm16044,-0.110112215,0.99999707
Zdhhc18,0.03346372,0.99999707
Amotl1,-1.02,2.16E-24
Lsm1,0.029653971,0.99999707
Arhgap15,-0.002528083,0.99999707
Adamts20,0.001179529,0.99999707
Dpysl5,-0.115553206,0.986562769
Mir6948,0.072787137,0.99999707
Pxylp1,-0.032878314,0.99999707
Chd1l,0.030975986,0.99999707
Mark2,0.086111263,0.99999707
Phf2,0.007229045,0.99999707
Slbp,-0.032713706,0.99999707
Gm15566,-0.052030587,0.99999707
Gm11793,0.014245648,0.99999707
Vsir,-0.030314859,0.99999707
Rbms3,-0.024856937,0.99999707
Gm6621,-0.036394881,0.99999707
Brd3,-0.093019944,0.99999707
Dnmt3b,-0.047501598,0.99999707
Bcl7a,0.007699933,0.99999707
A730081D07Rik,-0.097835248,0.99999707
Wiz,0.044643046,0.99999707
Rfc3,0.104542052,0.99999707
Znrf2,-0.047378743,0.99999707
Trem1,-0.047926143,0.99999707
Rc3h2,0.034039869,0.99999707
Gm5402,-0.029821234,0.99999707
Gm17084,-0.056753006,0.99999707
Sacs,-0.024681625,0.99999707
Gm16701,-0.086765216,0.99999707
Gm4419,0.036152534,0.99999707
Dyrk2,-0.021932041,0.99999707
Sertad3,-0.032725795,0.99999707
Gm28187,0.000540888,0.99999707
Slc2a6,-0.033156785,0.99999707
4930513N10Rik,-0.131860408,0.753506251
4930594C11Rik,0.02030472,0.99999707
Snx6,0.030690943,0.99999707
Arhgef2,0.008764898,0.99999707
Gm37164,0.00384695,0.99999707
AI464131,0.003888521,0.99999707
Bglap,-0.03355589,0.99999707
Itga1,-0.099717918,0.99999707
Dus1l,0.019868959,0.99999707
Socs7,0.016794037,0.99999707
Trak2,-0.010404648,0.99999707
Mamdc4,-0.332431285,0.000619047
Gm9057,-0.041059966,0.99999707
Cass4,0.045496071,0.99999707
Ccdc39,-0.011311307,0.99999707
Erp29,-0.090691296,0.99999707
Klhl14,0.016695003,0.99999707
Ifi44,0.078418796,0.99999707
Gm15441,-0.099321557,0.99999707
Cgn,-0.036044715,0.99999707
Dicer1,-0.007331154,0.99999707
Gm16523,-0.043595802,0.99999707
Trim65,-0.138690524,0.749893672
Aspm,-0.034668636,0.99999707
Emc10,0.042148856,0.99999707
Hspb9,0.015427828,0.99999707
Ndor1,-0.102718909,0.99999707
RP23-366K1.6,-0.009194169,0.99999707
Gm15459,-0.13024105,0.975678505
Fbxw2,0.008607534,0.99999707
Trim17,-0.133135419,0.99999707
Slc35c1,-0.016942026,0.99999707
Pdcd4,0.01938397,0.99999707
Hscb,0.054686025,0.99999707
Plekhs1,-0.057193901,0.99999707
Nectin4,0.195986351,0.560878825
Gm6222,0.044217308,0.99999707
Btbd3,0.116550362,0.99999707
Gm37200,-0.021056241,0.99999707
Adam10,-0.133722298,0.192474447
Gm13408,0.011482746,0.99999707
Gm16210,0.273642798,0.090698183
Gm37786,-0.129865328,0.788455413
Ctu2,-0.014394854,0.99999707
Gm43008,0.01752521,0.99999707
Gm11343,0.005872126,0.99999707
Popdc3,0.038185526,0.99999707
Gm13483,0.022886006,0.99999707
Uaca,0.071452832,0.99999707
Tmtc1,0.025498779,0.99999707
Nos1ap,-0.19566346,0.31359335
Gm15989,-0.032922679,0.99999707
Gm22314,0.023800783,0.99999707
Snx7,0.0394556,0.99999707
Gm43654,0.045055854,0.99999707
Slc14a1,-0.032350359,0.99999707
Gm14057,0.084386058,0.99999707
Tnrc18,-0.038390321,0.99999707
Lin28b,0.004214342,0.99999707
Dbn1,0.065162971,0.99999707
Prr14,-0.083154315,0.99999707
C130021I20Rik,-0.064749322,0.99999707
RP24-167A12.1,0.040066673,0.99999707
Cipc,0.037922421,0.99999707
Fbxl8,0.014740527,0.99999707
2310001H17Rik,-0.030095685,0.99999707
Plcl1,-0.016224634,0.99999707
Gm11462,-0.103487293,0.99999707
Gm26887,0.056896237,0.99999707
Atf2,-0.003995691,0.99999707
Pde4a,0.077803051,0.99999707
Cemip,0.210958883,0.383424222
Garem1,0.154246479,0.417392459
Rasl11a,0.01651854,0.99999707
Mthfd2,0.053500709,0.99999707
Zfp157,-0.011165329,0.99999707
Gm44951,-0.032589281,0.99999707
Gm8326,0.048311983,0.99999707
Osbpl9,-0.004071177,0.99999707
A730017L22Rik,-0.006585638,0.99999707
Gm12250,-0.00684668,0.99999707
Napepld,-0.062617878,0.99999707
Cox15,-0.023149321,0.99999707
Zfp358,0.030809901,0.99999707
Nlrp10,-0.023387092,0.99999707
Pik3cd,-0.159337153,0.74338648
Gm28530,-0.055038556,0.99999707
Errfi1,-0.073297782,0.99999707
Slc25a3,-0.004216991,0.99999707
Gm7857,0.025988113,0.99999707
Rwdd3,-0.063741326,0.99999707
Gm13413,-0.029521681,0.99999707
Sult2b1,-0.011409369,0.99999707
Gm12331,0.087801524,0.99999707
Nrip1,0.026262124,0.99999707
Atp2b1,-0.120794172,0.913138075
Emp1,0.011362767,0.99999707
Tet3,-0.104246307,0.99999707
Elane,0.027664068,0.99999707
Gnrh1,0.053378951,0.99999707
Gm28403,-0.039797979,0.99999707
Gm8909,0.078512158,0.99999707
Rc3h1,0.026540256,0.99999707
Dnttip2,-0.010328912,0.99999707
Mfsd11,-0.12153957,0.99999707
Hmmr,0.096477229,0.99999707
Gm17300,0.045784435,0.99999707
Txlna,-0.030508048,0.99999707
Gm12611,-0.147481354,0.911724341
Gm12802,0.013036826,0.99999707
Stx6,0.107715631,0.938178987
Rpa3,0.047832543,0.99999707
2310034G01Rik,-0.011120795,0.99999707
Arid2,-0.025680143,0.99999707
Hacd3,-0.452146763,0.00000123
Gm14335,-0.220077838,0.192474447
B4galt3,-0.03744843,0.99999707
Capn3,-0.016149159,0.99999707
Rny3,0.040382631,0.99999707
A530017D24Rik,0.004642415,0.99999707
Nsmaf,0.093442626,0.99999707
Gm5177,-0.061572273,0.99999707
Rpl21-ps14,-0.01798913,0.99999707
Slk,0.020041876,0.99999707
Gzmm,-0.016872812,0.99999707
Gm15057,-0.010580509,0.99999707
Ankrd13d,-0.066952526,0.884629255
Gm16459,-0.159095127,0.593746391
1700001J03Rik,0.100033301,0.970034459
Elovl1,0.008325496,0.99999707
Zhx1,-0.019309068,0.99999707
Tpm2,-0.210339298,0.311758193
Gm6877,-0.027006268,0.99999707
Gm12009,-0.224040111,0.195317029
Gm13063,0.020389117,0.99999707
Cyb5r1,0.101089522,0.99999707
Uqcrh-ps1,-0.032118164,0.99999707
Fndc3b,0.092914675,0.913138075
Dlk1,0.026442639,0.99999707
Rpl14-ps1,0.004699422,0.99999707
Ankrd42,-0.050704099,0.99999707
5031425F14Rik,0.033191043,0.99999707
Gm15518,0.084630881,0.99999707
Adam32,-0.081029416,0.99999707
4933405L10Rik,0.027521709,0.99999707
Gm37411,0.138640621,0.481301662
Atg3,0.124493225,0.969200375
Npm3,-0.171115875,0.609231393
Gm13772,-0.347962337,0.00004
Lace1,0.010951932,0.99999707
Gm12305,0.17350402,0.732341158
Ammecr1,0.02083213,0.99999707
Pex11a,-0.130770316,0.917288734
Snrnp200,-0.007542933,0.99999707
Igkv4-92,-0.010008771,0.99999707
Rps18-ps1,-0.028582185,0.99999707
Micu1,0.177576024,0.663116381
Gm29610,-0.057816117,0.99999707
Phykpl,0.007262763,0.99999707
Gm12057,0.094853568,0.979942677
Tbpl1,-0.03891337,0.99999707
Camk1d,-0.082198593,0.99999707
Plac8,-0.014449586,0.99999707
Tg,0.125867731,0.970034459
Gm13961,0.008833346,0.99999707
Gm11772,-0.163573262,0.776527557
Med26,-0.023874844,0.99999707
Tmem53,-0.050964928,0.99999707
Lrrc8a,0.285246534,0.077550914
Fads3,0.075382052,0.99999707
Dnajc2,0.03146124,0.99999707
Gm8004,0.055867618,0.964533825
Bloc1s2-ps,-0.055532046,0.99999707
E130102H24Rik,-0.042457336,0.99999707
Nlrp1b,0.022570257,0.99999707
Il21r,-0.039061567,0.99999707
Itfg2,0.074889655,0.99999707
Gm8428,0.079690581,0.99999707
Usp18,-0.039033714,0.99999707
Gm7899,-0.01913426,0.99999707
Gm43931,0.046578543,0.99999707
1810041H14Rik,0.049331144,0.99999707
Lrch4,-0.337821803,0.0000231
Tcp11l2,0.062083882,0.99999707
Rbp1,-0.022006778,0.99999707
Gm12606,-0.181780233,0.560160403
Stk25,-0.114257316,0.665929319
Lst1,-0.023806278,0.99999707
Zfp952,-0.004990539,0.99999707
2810428I15Rik,0.032487545,0.99999707
Gpr146,-0.030207753,0.99999707
Gm13077,-0.048380738,0.99999707
RP23-106I21.6,0.014513628,0.99999707
Mphosph9,0.027935851,0.99999707
Gm6375,0.07544788,0.99999707
Igkv9-120,-0.049956469,0.99999707
Dlx1,-0.288656232,0.063144398
Gm15538,0.025220875,0.99999707
Gm44357,-0.053781566,0.99999707
Ccdc166,-0.028331701,0.99999707
Taf8,0.005984822,0.99999707
Nucb1,0.016814149,0.99999707
Lgmn,-0.060819728,0.99999707
Cdk10,0.013422244,0.99999707
Btf3l4,0.020199536,0.99999707
Gm9516,0.031297491,0.99999707
D17Wsu92e,-0.145844976,0.792624292
Rhobtb1,-0.018292365,0.99999707
Capns1,0.001593656,0.99999707
Gm16045,-0.112262941,0.742364737
Btbd2,0.012465804,0.99999707
Nxnl1,-0.009023371,0.99999707
Rps2-ps13,0.093841675,0.99999707
Pofut1,0.143914929,0.568352854
Gm27833,0.032331185,0.99999707
Dync1li2,0.052972451,0.99999707
Ighv12-3,-0.051619282,0.99999707
Elp2,-0.005079529,0.99999707
Crot,-0.001321346,0.99999707
Gm42798,-0.03673083,0.99999707
Nepn,0.036312606,0.99999707
Zfc3h1,-0.037137345,0.99999707
Gm31532,0.178002177,0.371599494
Top1,-0.017560858,0.99999707
Mfsd4b4,-0.044194952,0.99999707
Tnfrsf13b,-0.032339249,0.99999707
St3gal2,-0.180683505,0.283111036
Gm44667,-0.017618086,0.99999707
Insig2,-0.033615462,0.99999707
Ighv1-13,0.098483826,0.755303764
RP23-264J18.6,0.003881298,0.99999707
Mllt6,-0.155732219,0.743603796
Gsta4,0.00400143,0.99999707
Npc2,-0.005480695,0.99999707
Fam21,0.023706099,0.99999707
Gm3052,-0.072682249,0.99999707
Gm16409,-0.099927203,0.99999707
Ak1,0.04049686,0.99999707
Gm32569,-0.141143156,0.615662035
Atg14,-0.043904165,0.99999707
Nmnat1,0.072684148,0.99999707
Gm43329,0.092485064,0.99999707
Dpp4,0.022781931,0.99999707
Clca3a1,0.017782682,0.99999707
Gm9951,-0.041774239,0.99999707
Lss,0.044527201,0.99999707
Sgca,-0.067401186,0.99999707
Sars,0.003317647,0.99999707
Fas,0.034053291,0.99999707
Serpinh1,-0.008595726,0.99999707
Gm11996,-0.007701525,0.99999707
Gm8251,-0.056427616,0.99999707
D930030I03Rik,0.004941241,0.99999707
Slc26a8,-0.012869641,0.99999707
Gpr156,-0.081552116,0.99999707
Arxes2,0.029270577,0.99999707
Ncoa4,-0.016885098,0.99999707
Gm4784,-0.084048273,0.99999707
Rras,-0.100333771,0.99999707
Gm43411,-0.187064916,0.631813885
Gm37818,-0.052890318,0.99999707
Trim47,-0.043218447,0.99999707
Syngr3,-0.041079714,0.99999707
Gm21070,0.042227936,0.99999707
Zyg11b,-0.023823599,0.99999707
Sall3,0.077680694,0.99999707
Aspscr1,0.010707075,0.99999707
E330011M16Rik,-0.125267873,0.959636996
Slc4a11,-0.004417443,0.99999707
CH25-588N10.2,-0.034861609,0.99999707
Lix1,-0.015218547,0.99999707
Fam129b,-0.152099619,0.74338648
Myo7a,0.376007258,0.002976025
Gm14892,0.092419828,0.99999707
Rnf19a,0.02967992,0.99999707
Gm15554,-0.052842878,0.99999707
Gm5239,-0.007120787,0.99999707
Pcyt2,0.043393403,0.99999707
Gnl1,-0.097810351,0.99999707
Bcl6,0.059560475,0.99999707
Nbeal2,0.071043106,0.99999707
Rnf115,0.071221007,0.99999707
Nbeal1,0.023527905,0.99999707
Osbp2,0.099130679,0.99999707
Fam50b,-0.111681274,0.702938378
1600002H07Rik,-0.008739784,0.99999707
Dnajb1,0.047229683,0.99999707
Gm16214,0.0724763,0.99999707
Trp53cor1,0.027151401,0.99999707
Gm5396,-0.149187325,0.538427502
Exoc2,0.09962345,0.887813375
Psmd4,-0.009949681,0.99999707
Thoc3,-0.050475587,0.99999707
Mesdc1,0.09146843,0.99999707
Napg,0.061437684,0.99999707
Crtap,-0.112527631,0.99999707
Gm12096,0.006355634,0.99999707
Phlda2,0.057227459,0.99999707
Zkscan2,-0.018852534,0.99999707
Gm13542,0.053720479,0.99999707
RP23-451H9.2,-0.009857563,0.99999707
Mrps16,0.085963891,0.99999707
Cep131,-0.013405909,0.99999707
Gm43077,0.022687714,0.99999707
Gm43081,-0.171986201,0.624738863
Arf3,0.005505275,0.99999707
Phf23,0.361772377,0.004277048
Gm36937,0.080911337,0.99999707
Zfp281,-0.0000129,0.99999707
Tacc1,-0.046436408,0.99999707
Ncor1,-0.009536669,0.99999707
Igkv15-103,-0.035781272,0.99999707
Arhgef25,-0.009077515,0.99999707
G630030J09Rik,-0.00363997,0.99999707
Fkbpl,0.046207022,0.99999707
AU041133,-0.004363889,0.99999707
Gm44855,-0.108261251,0.99999707
Gm11755,-0.1238672,0.99999707
Igf2,-0.083743362,0.99999707
Gm37955,0.029003042,0.99999707
Pir,0.055121065,0.99999707
Lrrc56,-0.064208606,0.99999707
Calcrl,-0.04858983,0.99999707
Ppa1,-0.059765457,0.99999707
Chn2,0.038884328,0.99999707
Agbl2,0.035633206,0.99999707
Ablim1,0.023202282,0.99999707
Gstk1,-0.027115687,0.99999707
Tgfb1,0.037387092,0.99999707
Ikbkg,0.105594289,0.99999707
Tmem43,0.056009808,0.99999707
Zfp942,0.003893504,0.99999707
Gm8199,-0.024827751,0.99999707
Gpatch8,-0.061302951,0.99999707
Gm9369,-0.030179941,0.99999707
Hist1h2be,0.103020419,0.872916332
Gm15426,-0.025712702,0.99999707
Jph1,0.057770084,0.99999707
Yod1,-0.340266848,0.009298352
Phf5a,-0.013508031,0.99999707
Tsr2,0.007198866,0.99999707
B130034C11Rik,-0.009339382,0.99999707
Gm4479,0.101253322,0.99999707
Mdc1,0.005599774,0.99999707
Gm26782,-0.004596912,0.99999707
Ddit3,0.062109686,0.99999707
Ifnlr1,0.025912302,0.99999707
Lepr,0.008381021,0.99999707
Gimap7,-0.082441055,0.99999707
Ncl,-0.012921508,0.99999707
Gimap8,0.148158651,0.825316374
Akirin2,-0.049342425,0.99999707
Nubpl,0.04131749,0.99999707
Sfpq,-0.071949404,0.99999707
Col4a5,-0.013087917,0.99999707
Kif17,0.080503148,0.99999707
Gm12850,0.035408762,0.99999707
Mkl2,-0.029265865,0.99999707
B430203G13Rik,-0.056002446,0.99999707
Gm37874,-0.050048463,0.99999707
2010309G21Rik,-0.006697862,0.99999707
Rpl31-ps21,0.010777915,0.99999707
Gm13054,0.014920748,0.99999707
Zfp382,-0.084447546,0.99999707
Pacsin1,-0.000446639,0.99999707
Unc50,0.183042783,0.568352854
C1galt1c1,0.06396915,0.99999707
Gm38010,-0.212067586,0.442918313
Actn3,0.052303746,0.99999707
Ep300,-0.20893768,0.385450903
Gm42638,-0.026379951,0.99999707
F10,-0.072443674,0.99999707
Snhg15,-0.018027445,0.99999707
Polr3d,-0.031255687,0.99999707
Gm12787,-0.016275972,0.99999707
Gm16283,-0.096517594,0.860640989
Aim2,-0.195825774,0.451616619
Mir7663,-0.056418525,0.99999707
1700086O06Rik,-0.030393366,0.99999707
Cbr3,-0.06661416,0.99999707
Taf11,0.032255075,0.99999707
Gm10269,-0.027297227,0.99999707
Nr6a1,-0.002658541,0.99999707
Gm11127,-0.108389301,0.99999707
Gna11,0.000549157,0.99999707
3010001F23Rik,-0.011205251,0.99999707
Psmc3,-0.003648373,0.99999707
Gm16310,0.018071438,0.99999707
Paqr4,0.033142698,0.99999707
Gm14248,0.06630159,0.99999707
Cyp4f18,0.045117049,0.99999707
Pde8a,0.041906277,0.99999707
Grhl1,-0.044208983,0.99999707
Gm38004,0.109274015,0.99999707
Phip,-0.106984891,0.99999707
Gm5777,-0.019281425,0.99999707
Uqcrc2,-0.01478131,0.99999707
Mitd1,-0.076498765,0.99999707
Manf,-0.0391193,0.99999707
Gm15796,-0.020775758,0.99999707
Ddx28,0.050917291,0.99999707
RP23-5H10.3,-0.074300299,0.99999707
Deaf1,-0.020551082,0.99999707
Egfl6,0.102843751,0.851791652
Sft2d1,-0.121243169,0.99999707
Myd88,-0.117429379,0.93981674
Gm37309,0.024278827,0.99999707
Hist1h2bk,-0.114723309,0.99999707
Stim2,0.067525351,0.99999707
Snx33,0.034595363,0.99999707
Arf2,-0.055024335,0.99999707
Gpank1,-0.057897952,0.99999707
Gm11868,-0.07808707,0.99999707
Gm23849,-0.004380505,0.99999707
Gm43572,0.034379929,0.99999707
Neto2,0.084438078,0.99999707
Gm12319,-0.513146643,1.05E-10
Gm21781,0.006127623,0.99999707
Gm37534,0.160711151,0.774330842
Nptn,0.00160596,0.99999707
Kdm6b,-0.067941065,0.99999707
Zfp647,0.085387973,0.99999707
Scarb1,0.115521757,0.99999707
Arsg,0.015400404,0.99999707
Dda1,-0.007895573,0.99999707
Mettl17,0.015122947,0.99999707
Gm14139,0.097949585,0.829082954
Gm7357,0.028455313,0.99999707
Gm5145,0.014182476,0.99999707
Zmynd12,0.040836254,0.99999707
Nkap,-0.051105057,0.99999707
Gm8444,-0.07463611,0.99999707
Txnl4a,0.033607514,0.99999707
BC003965,-0.097540457,0.99999707
Lacc1,-0.036423628,0.99999707
Fuom,-0.04386925,0.99999707
Gm37092,0.037989816,0.99999707
Rps6kl1,-0.06485112,0.99999707
RP23-114G13.1,0.124330182,0.938178987
Zfp518a,-0.061659257,0.99999707
Gm2404,-0.045269151,0.99999707
A530084C06Rik,0.051592782,0.99999707
Gm8399,-0.2143102,0.244945549
Galnt3,-0.046970085,0.99999707
Ly6k,0.050306306,0.99999707
Gm6904,0.057715751,0.942901007
Msh4,-0.071855354,0.99999707
Tom1,0.011974271,0.99999707
Tax1bp3,-0.132536291,0.993161117
Parp11,-0.12762199,0.878011207
Gm7206,-0.024731855,0.99999707
Trim30c,0.00047015,0.99999707
Abcc2,-0.038435147,0.99999707
S100a6,-0.062811365,0.99999707
Dera,0.003888885,0.99999707
1700065D16Rik,-0.070152984,0.99999707
Rhbdl3,-0.014025029,0.99999707
Gm37140,-0.107912739,0.99999707
Mrps5,-0.008990656,0.99999707
Srp14,0.003085417,0.99999707
Gm11425,0.089516333,0.99999707
Nosip,-0.034937451,0.99999707
Stac2,0.035637384,0.99999707
Mir374b,-0.000249881,0.99999707
Gm44931,-0.013765522,0.99999707
Slc35e3,-0.076517793,0.99999707
Gm9399,0.032750133,0.99999707
Gm13127,-0.020500021,0.99999707
RP23-144H18.6,0.049284392,0.99999707
2010320M18Rik,-0.026228453,0.99999707
Btk,0.043790635,0.99999707
Apitd1,0.039290074,0.99999707
Gm15197,0.137546202,0.571757666
Rmdn2,-0.044822437,0.99999707
Gm26588,-0.023701325,0.99999707
P2ry13,-0.045396291,0.99999707
Rab29,0.146980915,0.860640989
Gm42957,0.015777662,0.99999707
Pign,0.067702288,0.99999707
Igkv19-93,-0.014398117,0.99999707
C6,-0.023627728,0.99999707
Mttp,-0.023857718,0.99999707
C030010L15Rik,0.005440158,0.99999707
Fetub,-0.075767995,0.99999707
Gm10433,-0.000928813,0.99999707
Il11,-0.052412935,0.99999707
Arhgdib,-0.042235774,0.99999707
Atxn7l2,0.066600477,0.99999707
Gm37598,-0.089243229,0.99999707
Zfp109,-0.024025702,0.99999707
Stk17b,0.016906957,0.99999707
Rps2-ps11,0.002339323,0.99999707
B3gat3,-0.111878834,0.99999707
Mrpl27,0.046803187,0.99999707
Large1,-0.017168401,0.99999707
RP24-275P22.2,0.029489558,0.99999707
Mfsd4a,0.02033218,0.99999707
Gm13132,-0.020330915,0.99999707
Gm12183,0.028559438,0.99999707
1810021B22Rik,0.040349138,0.99999707
Setbp1,0.162605088,0.160267188
Uba52,0.102320072,0.99999707
Trim28,0.015960179,0.99999707
Mir6924,-0.061032298,0.99999707
Setmar,-0.020137338,0.99999707
Brd4,0.035277544,0.99999707
Gm17552,-0.132493709,0.53151983
1700066M21Rik,-0.002966033,0.99999707
Katnal2,0.000915669,0.99999707
Hoxa7,-0.044061428,0.99999707
Gm44036,-0.056724926,0.99999707
Ctns,-0.038132703,0.99999707
Rfc5,0.057823636,0.99999707
Plxnb1,-0.043258394,0.99999707
1700084E18Rik,0.020550225,0.99999707
Bbx,0.086357009,0.99999707
Nhej1,0.045964404,0.99999707
Mapk7,-0.010791415,0.99999707
Crb3,0.016540625,0.99999707
Serpini1,0.003497007,0.99999707
Uqcc3,0.099339657,0.967650314
Prrc2b,-0.089402899,0.99999707
Gm22059,0.021652443,0.99999707
Gm37860,0.008701709,0.99999707
Pla2g4b,0.000434476,0.99999707
B4galnt1,-0.068831627,0.99999707
Tfap4,0.056573261,0.99999707
Ssc5d,0.102801811,0.99999707
Gm7542,0.043057183,0.99999707
Arntl,-0.060886155,0.99999707
Pcdhga7,0.106607943,0.878011207
Igkv13-85,0.15025414,0.28262953
Timm8a1,0.092313567,0.99999707
9430025C20Rik,0.007733756,0.99999707
Hist1h4b,-0.067430181,0.99999707
Xlr3b,0.029349335,0.99999707
Cd5,0.052940269,0.99999707
Gm17949,0.077238829,0.99999707
Gm15795,-0.098570074,0.99999707
Gm5637,0.032948682,0.99999707
Gm42929,0.154733801,0.86765405
Kndc1,-0.107505118,0.938853748
Adgrl4,0.317313109,0.000661736
Gm10561,-0.007567074,0.99999707
RP23-286J11.1,-0.044044454,0.99999707
Gm13740,-0.451377014,0.0000395
Gm13495,-0.039886684,0.99999707
Rrp7a,0.000769824,0.99999707
Tle1,-0.014480105,0.99999707
Pgf,0.067212967,0.99999707
Gins3,-0.130605207,0.99999707
Zfp874a,-0.042793935,0.99999707
Paip2b,-0.060295715,0.99999707
Zfr,-0.007884702,0.99999707
Pip5k1c,-0.086703936,0.99999707
Fbxo27,0.011462437,0.99999707
Mrpl30,0.062614142,0.99999707
Csad,0.052916147,0.99999707
Gm10080,-0.072597742,0.99999707
Gm15421,0.075876591,0.99999707
Arid5a,-0.011079177,0.99999707
Ocel1,-0.148018958,0.618087357
Gm19033,-0.076068191,0.99999707
Sec31b,0.024717258,0.99999707
Uba5,-0.253113191,0.036388068
Tnfrsf22,-0.059622931,0.99999707
Fam204a,-0.005826705,0.99999707
Gm8213,-0.048676923,0.99999707
Gm43819,0.071598266,0.99999707
Ttc3,-0.055016944,0.99999707
Avil,0.057778712,0.99999707
Rassf8,-0.030608669,0.99999707
Aldh2,-0.048547766,0.99999707
Nras,-0.189150167,0.594014567
Frmpd2,-0.014543256,0.99999707
RP23-236A6.4,0.135996782,0.883668825
Arcn1,0.053134776,0.99999707
Gm5900,-0.042041309,0.99999707
Sh3bp1,-0.006810401,0.99999707
Myo1f,-0.044018523,0.99999707
Gpbar1,0.10376636,0.888867122
Ankrd29,-0.027805967,0.99999707
Gm13830,0.01691441,0.99999707
Gm23264,-0.008169993,0.99999707
Gm15743,-0.131245004,0.778411773
Gm26277,-0.03092876,0.99999707
Gm5764,-0.006165799,0.99999707
Rhebl1,0.073500696,0.99999707
Gm26695,0.070382739,0.99999707
Gm15186,0.029979546,0.99999707
Mbd6,-0.301580198,0.059540854
Gnpda2,-0.059513592,0.99999707
Morf4l2,-0.030151247,0.99999707
Gimap6,-0.016872951,0.99999707
Rps4x-ps,0.034132238,0.99999707
Coro1a,-0.054832579,0.99999707
Gm12268,0.012110817,0.99999707
Tfe3,-0.005906371,0.99999707
Pyurf,0.222382138,0.347355213
Gm8241,-0.042905544,0.99999707
Psmc6,-0.010774319,0.99999707
Abhd17b,0.062418555,0.99999707
Pafah1b3,0.066999099,0.99999707
Oxld1,-0.071655602,0.99999707
Slc39a3,0.057075838,0.99999707
6820408C15Rik,-0.015480864,0.99999707
Gm4366,0.081860531,0.99999707
4732440D04Rik,-0.025357825,0.99999707
Ndufb7,-0.000467218,0.99999707
Gm43176,0.158010748,0.617714772
Pdgfrb,-0.017063701,0.99999707
Fis1,-0.247958214,0.042147677
D730001G18Rik,-0.044850801,0.99999707
Abat,-0.028762043,0.99999707
2810455O05Rik,-0.012772019,0.99999707
Glyr1,0.181468046,0.667173779
Taf6,-0.110509653,0.980699013
Eif2s2,-0.006841942,0.99999707
Gm45360,-0.056892978,0.99999707
Trim30d,0.105456104,0.99999707
Btnl2,-0.05626937,0.99999707
Prr22,-0.027818761,0.99999707
Dnajc14,-0.049728796,0.99999707
Bpgm,0.075058878,0.99999707
Immp2l,-0.001785704,0.99999707
Gm5551,-0.152127863,0.73604537
Zbtb26,0.263134125,0.072241516
Uros,0.047700948,0.99999707
Zfp113,-0.062743999,0.99999707
Atg2a,0.121081327,0.99999707
Slc38a2,0.02109553,0.99999707
Tdrd5,0.054326631,0.99999707
Madd,-0.124666668,0.899338143
Gm26931,0.088036861,0.99999707
Gm4189,-0.04253446,0.99999707
