gene_symbol,log2FoldChange,pvalue
Wdhd1,-0.057860449,0.99999707
Stx4a,0.024652161,0.99999707
Tex26,-0.101722584,0.99999707
Sigmar1,-0.017886933,0.99999707
Ccdc158,-0.017535364,0.99999707
Sh2b1,0.054736291,0.99999707
Fbp1,0.044366257,0.99999707
Hpx,-0.050448078,0.99999707
Dnm3,-0.11119961,0.99999707
Gm43721,-0.024844178,0.99999707
Il1a,0.001991878,0.99999707
Serf1,-0.036518982,0.99999707
Rcc2,0.036749568,0.99999707
Mcemp1,-0.069126487,0.99999707
Nrd1,0.169892304,0.543512228
Gm8797,-0.009850402,0.99999707
Tomm5,-0.008253141,0.99999707
Gm12722,-0.006434556,0.99999707
Dynll2,0.072984283,0.99999707
Dedd,0.033045029,0.99999707
Usp30,0.141432086,0.586009994
Tubb2b,-0.066059308,0.99999707
Rpl6,0.066007182,0.99999707
Ddx58,-0.052868334,0.99999707
Rgs19,-0.061755022,0.99999707
RP23-98C9.8,-0.18645518,0.556960709
Snora73b,-0.049044196,0.99999707
Dgkh,0.016074335,0.99999707
Eya2,-0.046106485,0.99999707
Rpl7a-ps13,-0.003965922,0.99999707
Gm14563,-0.097372249,0.99999707
B4galt7,-0.010332136,0.99999707
Gm12517,-0.032991708,0.99999707
Spdl1,-0.180581228,0.347355213
Gm20563,0.033718433,0.99999707
Slc39a11,0.109810093,0.713456863
Mark4,-0.010888657,0.99999707
Nudt1,0.066356133,0.99999707
Tmc1,-0.040137989,0.99999707
E230032D23Rik,-0.04509196,0.99999707
Gm7150,-0.011269935,0.99999707
Cxcr5,-0.016084642,0.99999707
Cnpy4,-0.078607027,0.99999707
Man1c1,0.065362114,0.99999707
Pibf1,-0.093357122,0.857036559
Gm6967,-0.042884229,0.99999707
Gm37510,0.018225581,0.99999707
Wdr48,-0.14430168,0.798634212
Lpin1,0.01567392,0.99999707
Gm43011,-0.534009322,0.000000884
Gle1,0.066578032,0.99999707
Fam199x,-0.130992827,0.99999707
RP23-360L22.2,0.079215,0.99999707
Gm16252,0.008661322,0.99999707
Fam65c,0.057836801,0.99999707
Cox5a,-0.065969715,0.859961692
Egf,-0.02321004,0.99999707
Tst,-0.112140436,0.99999707
Prpf38b,-0.029332945,0.99999707
2310026L22Rik,-0.013050552,0.99999707
Lncpint,0.013229482,0.99999707
Nme3,-0.021435958,0.99999707
Gm37829,0.069918966,0.99999707
Flt1,0.046465177,0.99999707
Hars2,-0.026362968,0.99999707
Zfp248,-0.080172372,0.99999707
Nle1,0.085739532,0.99999707
Akap5,-0.075254748,0.99999707
Cstf1,-0.070745869,0.99999707
Milr1,0.088644805,0.99999707
Gm10254,0.405442126,0.001342341
Adgrl1,-0.027443582,0.99999707
Hmga2,-0.033363597,0.99999707
Dhrs7b,-0.107361852,0.99999707
Rny1,0.127089663,0.987266254
Inpp5k,0.022388495,0.99999707
Fra10ac1,-0.054101754,0.99999707
Snrpd2,0.056155975,0.99999707
Galnt7,-0.062021068,0.99999707
Gm42666,0.026569657,0.99999707
Gm8168,0.03066821,0.99999707
Gm37289,-0.057350233,0.99999707
Ndufa1,0.002057503,0.99999707
Man1a,0.008558984,0.99999707
Gm11675,-0.033814719,0.99999707
Pex11b,-0.007235323,0.99999707
C330011M18Rik,0.078868839,0.99999707
Mrpl57,-0.100114772,0.99999707
Clasrp,0.028250654,0.99999707
Twistnb,0.05381599,0.99999707
Alkbh2,0.1791757,0.686704224
Pgrmc1,-0.027658723,0.99999707
Cacul1,0.039199252,0.99999707
Mpp3,-0.001429141,0.99999707
Dhrs1,0.085675982,0.99999707
Gm15583,0.011911752,0.99999707
Krt6a,-0.050664344,0.99999707
Vdac1,-0.054218522,0.99999707
Vps37c,-0.030182877,0.99999707
Naa20,-0.068675061,0.99999707
Gm11945,-0.033532431,0.99999707
Vkorc1l1,0.046085136,0.99999707
Gtf2a1l,-0.092048475,0.99999707
Nxpe2,-0.018717634,0.99999707
Praf2,-0.05011465,0.99999707
Gm7363,0.072630577,0.99999707
Trim34a,-0.01585417,0.99999707
Stard13,-0.059458059,0.99999707
Zfp644,0.054293921,0.99999707
Fbxo42,-0.026004342,0.99999707
Kdm1b,0.008545735,0.99999707
Rap2c,0.048078379,0.99999707
Tmem80,0.007720166,0.99999707
mt-Tn,0.09695822,0.99999707
Gm22009,-0.066810141,0.99999707
Gm12738,-0.077207105,0.293903013
Cyth2,0.051840559,0.99999707
Cxcr6,-0.07471271,0.99999707
Gm42811,0.004258155,0.99999707
Ppp1r9a,-0.039829029,0.99999707
Gm38329,-0.086859458,0.980699013
Lpcat4,-0.016538609,0.99999707
Gm43484,-0.044427755,0.99999707
Lzts2,-0.091398364,0.99999707
Gm12940,-0.002465477,0.99999707
Mtss1l,-0.020273931,0.99999707
9130204K15Rik,-0.000259972,0.99999707
Rpl31-ps16,-0.014615254,0.99999707
Gm32742,-0.14297611,0.657082297
Pdk2,0.025343071,0.99999707
Gm37463,-0.113842639,0.834150276
Actr8,-0.00020245,0.99999707
Ldlr,0.004949763,0.99999707
Rbbp5,0.040430253,0.99999707
Sh3bgr,-0.065783351,0.99999707
Pi4k2b,0.036377751,0.99999707
Styxl1,0.098546947,0.99999707
Gm5270,-0.031360157,0.99999707
I830127L07Rik,0.076181442,0.99999707
Gm13204,0.125222702,0.99999707
Zbtb42,-0.065560746,0.99999707
Amd-ps3,0.029790348,0.99999707
Ogn,0.09065452,0.99999707
Hps4,-0.011453309,0.99999707
Zfyve27,0.085849645,0.99999707
Cdk9,-0.107771018,0.886741569
Gm13450,0.042746862,0.99999707
Oser1,0.011435117,0.99999707
Plrg1,0.020064232,0.99999707
Smim5,-0.189441665,0.045281132
Gm43726,-0.038607606,0.99999707
Tmem218,-0.021545989,0.99999707
Gm45471,0.040132713,0.99999707
Gm42749,0.045584566,0.99999707
Ppp1r2,-0.029290534,0.99999707
Sec11a,-0.037005787,0.99999707
Gatm,0.032518487,0.99999707
Ube2b,0.012539296,0.99999707
Adgre4,-0.054932286,0.99999707
Gm4812,-0.049071805,0.99999707
Tmed4,0.013003754,0.99999707
Otop1,-0.052492643,0.99999707
Mcm8,0.035180565,0.99999707
Gm14173,-0.004273971,0.99999707
Adat1,0.04861097,0.99999707
Gm14453,-0.104268117,0.99999707
Rdh12,-0.03467323,0.99999707
Skap1,0.022005783,0.99999707
Ddrgk1,-0.062195892,0.99999707
Cables1,0.035604028,0.99999707
Gm13608,-0.013283363,0.99999707
Nsdhl,-0.008030401,0.99999707
Ptprr,-0.025007654,0.99999707
Nrxn2,0.143207329,0.812399977
Gm14860,-0.105050572,0.99999707
Gm6123,0.017563814,0.99999707
Entpd7,-0.048241955,0.99999707
Stk38,-0.05971407,0.99999707
Gm6649,0.031933601,0.99999707
Trmt10b,0.048501482,0.99999707
Rpl7a-ps8,-0.105187278,0.99999707
Pcdhga1,0.001217581,0.99999707
Spo11,0.061677761,0.980699013
Gm7436,-0.082489241,0.99999707
1700003G18Rik,-0.03637884,0.99999707
Gm44066,-0.003129877,0.99999707
Tsks,0.01947799,0.99999707
Gm37960,0.034644694,0.99999707
Arhgap21,-0.024862412,0.99999707
1810026J23Rik,0.026739298,0.99999707
Ogdhl,0.057688529,0.99999707
Cox7a2,-0.01184669,0.99999707
Gm42636,-0.069010735,0.99999707
Rpl21-ps8,-0.039060531,0.99999707
Irf4,-0.006860101,0.99999707
Ccpg1,0.034716433,0.99999707
Bcl10,-0.040772239,0.99999707
Igkv4-51,0.274045586,0.07715019
Rnf128,-0.01257215,0.99999707
Pak2,0.041634086,0.99999707
Gm13394,0.071294531,0.99999707
Whsc1l1,-0.365819436,0.003050908
Spag6l,-0.012965321,0.99999707
Sin3a,-0.203965209,0.097269665
Echs1,0.022631389,0.99999707
Gm43480,-0.032547868,0.99999707
Bzw2,0.069185335,0.99999707
Gm4943,-0.031177811,0.99999707
Snx4,0.079847979,0.99999707
Sptbn4,0.049732408,0.99999707
Gm15573,-0.038024538,0.99999707
Gm9917,0.015141905,0.99999707
Gm42734,0.001694874,0.99999707
Ptafr,-0.019005165,0.99999707
Tpi-rs11,0.012582838,0.99999707
Il1f9,0.01068055,0.99999707
Gm9843,0.098132473,0.979942677
Rpl30-ps9,0.055670854,0.99999707
2310039L15Rik,-0.051722107,0.99999707
Zmynd11,0.032856554,0.99999707
RP23-33N12.2,-0.079916208,0.99999707
Hacd1,0.033163307,0.99999707
Tra2a,-0.00576495,0.99999707
Gm3764,-0.386305587,0.0000704
Lrrfip1,0.061104377,0.99999707
8030474K03Rik,-0.006983362,0.99999707
Gm26853,-0.019754601,0.99999707
Lhpp,0.001833621,0.99999707
Gm37558,0.126551654,0.759587253
Gpr174,-0.117935655,0.99999707
Gm7669,-0.016335949,0.99999707
Gm12841,-0.131478344,0.980699013
Mocs2,-0.027977322,0.99999707
Gm8858,0.092131739,0.99999707
Gm45041,-0.05308151,0.99999707
Spa17,-0.016266834,0.99999707
Chst7,0.01169876,0.99999707
Rybp,-0.019603361,0.99999707
Gtf2h5,0.00107387,0.99999707
Mthfsl,-0.065562658,0.99999707
3110070M22Rik,-0.025494138,0.99999707
Stmn1,0.042912874,0.99999707
Adipor2,-0.014385648,0.99999707
Pgm2,-0.010717033,0.99999707
Trafd1,0.032706957,0.99999707
Gm26956,-0.029578484,0.99999707
Zfp583,0.079043793,0.99999707
Scn4b,-0.073328806,0.99999707
Nat9,0.002126939,0.99999707
Gm12920,0.089521801,0.63091191
Kcnip2,0.220434601,0.059719743
Gm9803,0.074757623,0.99999707
Kat5,-0.003743605,0.99999707
Gm6062,-0.011827785,0.99999707
Gm43913,-0.027006747,0.99999707
Sun2,0.102616542,0.99999707
Fam71e1,0.73936515,3.94E-13
Dnajc18,0.029277782,0.99999707
Gm13080,-0.015860792,0.99999707
Mir3097,-0.104185894,0.961048528
Rps19-ps12,-0.049582714,0.99999707
Tagap,-0.023601591,0.99999707
Ptpn6,0.010348321,0.99999707
Plaa,-0.04839391,0.99999707
Rap1gap2,0.047553347,0.99999707
Rab30,-0.033874078,0.99999707
Gm38257,0.094687855,0.99999707
Hspa8,0.166968736,0.486109763
Agap2,-0.036305379,0.99999707
Gm14448,0.025210682,0.99999707
Cabyr,0.086046275,0.979942677
Zfp788,-0.005253416,0.99999707
Hcfc2,-0.193904627,0.293903013
1110038B12Rik,0.016855635,0.99999707
Lmna,-0.051182198,0.99999707
Phf2os1,0.130321169,0.906450989
Platr17,0.019705366,0.99999707
Ankmy2,-0.036636168,0.99999707
Hhex,-0.208505383,0.462962712
Lrfn3,0.011490116,0.99999707
Wbscr16,-0.002741168,0.99999707
Gm4332,0.022353324,0.99999707
Plekhg2,0.052404083,0.99999707
Rhob,-0.011516117,0.99999707
Ccdc151,-0.095676415,0.99999707
Slfn2,0.067004951,0.99999707
Gm9835,0.007046237,0.99999707
Gm11427,-0.047851163,0.99999707
Gm43703,-0.082238112,0.99999707
Gm37320,-0.095320836,0.99999707
Oat-rs1,0.049579202,0.99999707
Gm37084,0.020873088,0.99999707
Osbpl8,-0.059798671,0.99999707
Parp14,0.054683524,0.99999707
Gt(ROSA)26Sor,0.003721413,0.99999707
E2f4,-0.153892926,0.300998538
Vwa1,-0.025583844,0.99999707
Gm43585,0.041337676,0.99999707
Zfp133-ps,0.023010497,0.99999707
Ppm1b,-0.055075694,0.99999707
Gm9517,0.012380459,0.99999707
Tmem102,-0.034102373,0.99999707
Rfc2,-0.054260608,0.99999707
Fam120a,-0.03334289,0.99999707
Gm5459,0.005121217,0.99999707
Gm5272,-0.09635553,0.99999707
Ighv1-79,-0.029567775,0.99999707
Dnajb3,0.142137735,0.86679239
Wdfy1,-0.008063835,0.99999707
Ptrh1,-0.050127624,0.99999707
Rpl17,-0.061112241,0.99999707
Akap12,-0.057108191,0.99999707
Ola1,-0.043614621,0.99999707
Ankrd50,0.026875078,0.99999707
Oas1b,0.009547597,0.99999707
Igsf8,-0.035283222,0.99999707
Gm14427,-0.215398167,0.388526966
Gm35876,0.034891927,0.99999707
Ppp4r4,-0.045628165,0.99999707
Gm26517,0.075978734,0.99999707
Gm10320,-0.039349602,0.99999707
Pkmyt1,0.002025375,0.99999707
Gm4973,-0.080454574,0.99999707
Gm11273,0.033939832,0.99999707
Gm5602,-0.0099619,0.99999707
BC051142,-0.003214622,0.99999707
Nr6a1os,0.11647432,0.75763337
Epb41l1,0.010939318,0.99999707
9930111J21Rik1,0.074689449,0.99999707
Gm42978,0.297688509,0.035156452
Dmtf1,0.013726349,0.99999707
Nt5c2,0.021941661,0.99999707
Gm13321,0.00502998,0.99999707
Gm25406,-0.009636682,0.99999707
Gm15694,0.119262808,0.99999707
Pex13,-0.03089342,0.99999707
Cyc1,0.006088835,0.99999707
Wdr73,-0.028764,0.99999707
Rab26os,-0.114216818,0.99999707
Psmd8,0.065882162,0.99999707
Gm15220,-0.013277138,0.99999707
Smdt1,-0.173575729,0.691080378
Rpl13,0.067735325,0.99999707
Prrc1,0.049263042,0.99999707
Itpr2,0.002986019,0.99999707
Rps13-ps1,-0.039679228,0.99999707
Zfp407,-0.030093976,0.99999707
Fam134c,-0.032319212,0.99999707
Gm37979,0.06866335,0.99999707
Gm22192,-0.075525729,0.99999707
Gm12966,-0.091606568,0.99999707
Zrsr2,-0.033263018,0.99999707
Tmem229b-ps,-0.102255922,0.973780391
Gm43592,0.023937924,0.99999707
Rusc1,0.017282374,0.99999707
Ehd1,0.094539561,0.99999707
Clybl,0.016589086,0.99999707
Gm15954,-0.011576138,0.99999707
Hoxa2,-0.024811821,0.99999707
Nit2,-0.01640923,0.99999707
Plk1,0.077882802,0.99999707
Sh3bgrl2,-0.016039887,0.99999707
Meg3,-0.064672281,0.99999707
Msantd1,-0.009655787,0.99999707
Serinc5,-0.006967742,0.99999707
Mdm2,-0.028394902,0.99999707
Gm38082,-0.013595528,0.99999707
P2ry2,0.126492142,0.615049997
Dnajc28,0.163032893,0.575270528
Fam89b,0.055406232,0.99999707
Gm15728,0.011907823,0.99999707
Gm37305,-0.00186509,0.99999707
Dnajc13,-0.024552561,0.99999707
Prrt4,-0.022946476,0.99999707
RP24-283E13.1,0.062869862,0.99999707
Ythdf1,-0.071892879,0.99999707
Soga1,-0.119898074,0.878695171
Tmem140,0.067265303,0.99999707
Traf3ip3,0.012246793,0.99999707
Gm43549,0.018269998,0.99999707
Qpct,0.10229357,0.791910211
Zfand1,-0.043814209,0.99999707
Ssna1,0.128463076,0.798634212
RP23-114B10.6,0.106798199,0.971788078
Gm7434,-0.023230007,0.99999707
Tarbp2,-0.074004107,0.99999707
Zdhhc25,0.057660856,0.99999707
Iigp1,0.077510358,0.99999707
Gramd1b,0.05047059,0.99999707
Col17a1,0.113569883,0.841492314
Nf1,0.043574753,0.99999707
Pecam1,0.012718201,0.99999707
Arhgef15,-0.022594237,0.99999707
Wdr60,-0.012114634,0.99999707
Gm1821,-0.072272596,0.99999707
Ighv1-71,0.024190615,0.99999707
Vamp8,-0.148946245,0.888867122
Dkk3,0.048048269,0.99999707
Ttll1,-0.128106789,0.86679239
Gm13588,-0.005100057,0.99999707
Cnp,-0.033303262,0.99999707
Sdk2,-0.032391801,0.99999707
Gm9423,-0.081019087,0.99999707
Ppp2r5e,0.002387065,0.99999707
Gm22208,-0.050312969,0.99999707
Prrt1,-0.004718423,0.99999707
Gm16048,0.034083689,0.99999707
Slc5a5,-0.021028856,0.99999707
Kdm5d,0.039668716,0.99999707
Arl4aos,0.123641722,0.99999707
Kifc3,0.006972022,0.99999707
Gm42998,-0.083709642,0.99999707
Hist1h3h,-0.026638975,0.99999707
Cwf19l1,0.020278933,0.99999707
Rps8-ps4,-0.101893757,0.99999707
Mir6387,0.024737824,0.99999707
Carlr,0.037707996,0.99999707
Fut4,0.018094501,0.99999707
Cdca2,-0.052320616,0.99999707
Coch,0.223126614,0.049989749
Gm12152,-0.042721442,0.99999707
Mybpc2,0.010281748,0.99999707
Usp45,0.282928403,0.095612548
Comtd1,0.003721334,0.99999707
Armc3,0.053736598,0.99999707
Gm11478,0.02793798,0.99999707
Usp26,0.063164101,0.99999707
2810403D21Rik,-0.131430041,0.971388171
Wdr46-ps,0.011447622,0.99999707
Atn1,-0.005445948,0.99999707
Celsr1,0.0000094,0.99999707
Mlh1,0.131837428,0.86905502
Scpep1,0.07487504,0.99999707
Rgs14,0.005859417,0.99999707
Ddx41,0.010625146,0.99999707
Olfr912,-0.04335426,0.99999707
Utp6,0.009205409,0.99999707
Rab5b,0.110362622,0.99999707
Il18,-0.039034061,0.99999707
Garem2,0.006190535,0.99999707
Hmgb2,-0.009247547,0.99999707
Rpl22l1,-0.068187299,0.99999707
Lrig1,0.130011748,0.970034459
Eif3f,0.029506901,0.99999707
Nelfb,0.030925666,0.99999707
Ttc12,0.021311993,0.99999707
Gm45555,0.00553337,0.99999707
Gm6630,0.113291828,0.902925621
Abca7,-0.137604587,0.759587253
Rpl10-ps2,-0.026008842,0.99999707
Mis18bp1,-0.020670245,0.99999707
Gm43309,0.017861702,0.99999707
2310022A10Rik,0.054322019,0.99999707
Gm43378,-0.08807097,0.99999707
Mettl9,-0.03123796,0.99999707
Gm14794,0.110523781,0.788455413
Cog8,-0.010021091,0.99999707
Gm44860,-0.059591995,0.99999707
Gm12933,0.031145926,0.99999707
Leprotl1,-0.068500511,0.99999707
Bcl7c,0.023250371,0.99999707
Gm42779,-0.011540668,0.99999707
RP23-308G10.3,0.037493942,0.99999707
Mx1,-0.195918885,0.083619375
Cycs,0.039293141,0.99999707
Scn8a,-0.022932077,0.99999707
Pdcd5,0.013365776,0.99999707
Gm22063,0.017351633,0.99999707
Tuba3b,0.102043378,0.888867122
Arrdc2,0.036074663,0.99999707
Gm4779,0.070742775,0.99999707
Stk24,-0.048924588,0.99999707
Pcgf2,-0.268650305,0.061861906
Nfatc2ip,0.020597085,0.99999707
4732419C18Rik,0.022069284,0.99999707
Zak,-0.171075402,0.226048757
Rbm34,-0.036106858,0.99999707
Nhlrc2,-0.065785928,0.99999707
Fbxl19,-0.051555973,0.99999707
Upf2,0.038127078,0.99999707
Hoxb13,-0.13610167,0.979942677
Sord,0.111189037,0.99999707
Gm42997,-0.004244831,0.99999707
Gm14006,-0.031527726,0.99999707
Gm13856,0.001114594,0.99999707
Gm7670,0.010691387,0.99999707
Tas1r1,-0.021887667,0.99999707
Cdk18,-0.005879907,0.99999707
Tnfaip8l1,0.049887199,0.99999707
Ubl3,-0.078234973,0.99999707
Cd1d2,0.034307917,0.99999707
Bnipl,-0.079918727,0.99999707
3110062G12Rik,0.010827864,0.99999707
Spcs3,0.076845854,0.99999707
Cntnap1,0.125183761,0.975678505
Rnf220,-0.027228157,0.99999707
Cers2,-0.028791965,0.99999707
Fam173a,-0.03421654,0.99999707
Paxbp1,0.021998126,0.99999707
RP23-453B15.7,0.023119575,0.99999707
Zfp819,-0.050643133,0.99999707
Plekhg5,0.021881948,0.99999707
Sfr1,-0.088389553,0.99999707
Nxpe1-ps,0.061213485,0.99999707
Gm11952,-0.012794689,0.99999707
Psmd2,-0.093247533,0.970034459
Med6,0.01252259,0.99999707
Casc3,0.064241818,0.99999707
Uevld,0.050177413,0.99999707
Snai3,-0.142333387,0.705227436
Sqrdl,0.013412723,0.99999707
1700030K09Rik,0.08339831,0.99999707
Gm7224,0.00712722,0.99999707
Firre,0.062058307,0.99999707
Csf2ra,0.023346768,0.99999707
Gm6057,0.039430472,0.99999707
Psmb8,-0.065203411,0.99999707
Sephs1,-0.003850446,0.99999707
Pdzd11,0.027769195,0.99999707
Rps9,0.113850012,0.99999707
Plekha4,-0.101724234,0.99999707
Epha7,-0.033231185,0.99999707
Gm5513,0.029486611,0.99999707
Gm10472,0.081666923,0.99999707
Aoc3,-0.08894121,0.99999707
Sybu,0.031467894,0.99999707
Sult1a1,-0.0856028,0.99999707
Erg,0.060952168,0.99999707
Gm44175,-0.037685992,0.99999707
Zcchc12,-0.234410703,0.077550914
Zfp64,0.013805912,0.99999707
Mapre2,0.097579664,0.99999707
Bak1,-0.156199294,0.511420688
Gm29590,0.001762068,0.99999707
Terc,0.136703367,0.554207516
Smu1,-0.150044957,0.60790661
Mpnd,0.022222745,0.99999707
Gm26822,0.068060039,0.99999707
Gdi1,-0.023505424,0.99999707
Dhtkd1,-0.06915824,0.99999707
Rbfox2,-0.008888541,0.99999707
Prrg2,-0.03091289,0.99999707
Gpc6,-0.042364108,0.99999707
Gm21761,-0.088787171,0.99999707
Gm7429,-0.044254106,0.99999707
Gm26165,0.034320724,0.99999707
Zfp943,0.061711162,0.99999707
Gm45424,-0.054564724,0.99999707
Mir24-2,-0.118713707,0.911724341
Epc1,0.01618812,0.99999707
Gm15667,0.025121667,0.99999707
Nfyb,0.020534643,0.99999707
Slc6a19,-0.008388383,0.99999707
Gm26583,0.022136465,0.99999707
RP24-366L10.4,0.191294866,0.215114701
Gm29485,0.051505393,0.99999707
Gm15889,0.202322284,0.338813766
Gm38115,-0.02781449,0.99999707
Fbxo48,0.0071302,0.99999707
Proscos,-0.03242425,0.99999707
Stk11ip,-0.015034648,0.99999707
4921514A10Rik,0.133070855,0.832678241
Gm17134,-0.067615486,0.99999707
Hmgcl,0.034951872,0.99999707
Slc8b1,0.037970845,0.99999707
Kdelr2,0.0200909,0.99999707
Gm16222,0.021325969,0.99999707
Gm26839,0.036446235,0.99999707
Gm12151,-0.014949023,0.99999707
Cdk5,-0.078453524,0.99999707
Tspyl1,0.048902339,0.99999707
Myb,-0.064534255,0.99999707
Cnga4,0.04540066,0.99999707
Klhl9,-0.032669861,0.99999707
Tmem177,-0.06357001,0.99999707
Arl2,0.071319347,0.99999707
Irak4,-0.047075766,0.99999707
Gm12428,-0.121078998,0.7132488
Bdh2,0.019539158,0.99999707
Gm16364,-0.029216393,0.99999707
Gm10434,-0.047313949,0.99999707
Clic4,0.065271887,0.99999707
Denr,-0.011502566,0.99999707
Fam213a,0.013185048,0.99999707
Ccdc174,-0.053318017,0.99999707
Kbtbd11,-0.037760988,0.99999707
Gm6304,-0.041138525,0.99999707
Il23a,0.17804864,0.52751236
Nek8,-0.089721083,0.725267256
Fchsd1,0.027252586,0.99999707
Slc25a35,-0.099636951,0.99999707
Gm44627,-0.0748356,0.99999707
Afg3l1,-0.070189723,0.99999707
Cfap73,-0.062307863,0.99999707
Yipf3,-0.02485828,0.99999707
Wdr5b,0.001328974,0.99999707
Rpl7-ps7,-0.110231197,0.975657201
Gm16306,0.067299473,0.583920039
0610039K10Rik,0.033701312,0.99999707
Abcf2,0.086396629,0.99999707
Il13ra1,0.114212598,0.99999707
Gm44283,-0.029700976,0.99999707
Tk1,0.068859354,0.99999707
Zcchc4,0.008404832,0.99999707
Txlnb,-0.008567929,0.99999707
Fgd6,-0.045972864,0.99999707
Lman2l,-0.055675056,0.99999707
Orm1,0.095947916,0.99999707
Gm11944,0.008373193,0.99999707
Siglecg,0.097041618,0.99999707
Cct6b,-0.014526877,0.99999707
Cox19,-0.011716931,0.99999707
Zfp987,0.157861918,0.099438969
S100a1,-0.145193947,0.891851681
Kcnmb1,-0.100716448,0.938178987
Gne,-0.01445605,0.99999707
Gm11874,-0.089177226,0.99999707
Commd2,0.012180002,0.99999707
Srpk3,0.002693569,0.99999707
Map3k8,0.018486112,0.99999707
Gm4910,-0.021785865,0.99999707
Asun,-0.083588476,0.99999707
Zswim7,-0.024327973,0.99999707
AL603834.1,-0.176481885,0.554125703
Slc25a14,0.042488055,0.99999707
Ccdc163,0.006521921,0.99999707
Hemk1,-0.051649501,0.99999707
Gm2420,0.077016517,0.99999707
Lrrc9,0.041405674,0.99999707
Blm,0.174764967,0.362501731
0610007P14Rik,-0.036766016,0.99999707
Msh2,0.048211426,0.99999707
Eif2s3x,-0.18828962,0.434497702
Cdkl5,-0.019888476,0.99999707
Clec5a,0.004621642,0.99999707
Sipa1l2,-0.060674772,0.99999707
Gm37149,-0.102939891,0.99999707
BB187690,-0.001081243,0.99999707
Gm5311,-0.16575535,0.302982056
Tnfaip3,-0.245646976,0.059039069
Mthfd1l,0.150701656,0.451616619
4930526A20Rik,-0.011822575,0.99999707
Gm9114,-0.044313911,0.99999707
RP23-396C4.1,-0.060243842,0.99999707
Slc1a3,-0.04026818,0.99999707
Gm15659,0.020409208,0.99999707
Igkv4-71,-0.120534159,0.788455413
Mmp13,-0.031843168,0.99999707
Trim14,-0.010319822,0.99999707
Mxi1,0.013989818,0.99999707
Zfp52,0.037433007,0.99999707
Gm17207,0.080213936,0.99999707
Ireb2,-0.040298086,0.99999707
Gm16675,0.005453627,0.99999707
Gm12941,-0.009832336,0.99999707
Rph3al,-0.088969399,0.99999707
Crygn,0.021467345,0.99999707
Gm42647,0.075855746,0.99999707
Gm43039,-0.069556119,0.99999707
Bcl3,0.014875337,0.99999707
Ccdc47,-0.116070556,0.986562769
3300002I08Rik,0.040459575,0.99999707
Epb41l4aos,0.085630643,0.99999707
Zfp664,0.021330585,0.99999707
Igkv4-68,0.017812342,0.99999707
Poglut1,-0.112565812,0.56115029
Gm12279,-0.005855498,0.99999707
RP24-175C20.19,-0.052152753,0.99999707
Gm16042,0.112417868,0.468345042
H3f3a-ps1,0.041184747,0.99999707
Pde4c,-0.111211242,0.99999707
Sh3d21,0.06627768,0.99999707
Gm12919,-0.034724674,0.99999707
Gm5620,-0.028272936,0.99999707
Gm10570,0.101024637,0.785023681
Brsk2,-0.019650748,0.99999707
Sap30l,0.042399793,0.99999707
Otud5,0.058196612,0.99999707
Fktn,-0.020446353,0.99999707
Gm25492,-0.057820577,0.99999707
Atad1,0.059539629,0.99999707
Rnf185,-0.254631034,0.120629569
Cdkn2aipnl,0.076809881,0.828296989
Socs5,-0.046861895,0.99999707
Zswim4,-0.030054974,0.99999707
Tead3,0.114920649,0.99999707
Nhsl1,0.127515435,0.708309292
Gm13179,-0.117854326,0.705227436
Gm43807,0.092405092,0.99999707
1700112H15Rik,-0.019490801,0.99999707
Hs6st1,-0.021643156,0.99999707
4833407H14Rik,0.177914189,0.409410736
Gm24507,0.000603389,0.99999707
Fam110b,-0.086393926,0.99999707
Gm11611,-0.116437419,0.775972094
Gm15760,-0.041499587,0.99999707
Maf1,-0.063846854,0.99999707
Gm9373,-0.089237419,0.99999707
Gm10313,0.137960814,0.730712214
Gm10259,-0.041594238,0.99999707
Il17ra,0.005755306,0.99999707
Igkv6-23,0.033784542,0.99999707
Grina,-0.084528743,0.99999707
1810032O08Rik,0.05067144,0.99999707
Ubr4,0.072194955,0.99999707
Mis12,0.078981994,0.99999707
Sfi1,-0.009488667,0.99999707
Boc,-0.080078277,0.99999707
Msl1,0.060989891,0.99999707
Gm7541,-0.127255799,0.987266254
1500009L16Rik,0.046934533,0.99999707
Cep85,0.043830197,0.99999707
Prkag3,0.415286469,0.000134837
RP24-97K3.3,0.018603592,0.99999707
RP23-115A18.3,-0.118237244,0.99999707
Gnptab,-0.022842279,0.99999707
Tmem63b,0.039274241,0.99999707
Timm10b,-0.026841679,0.99999707
Mir7024,-0.127369133,0.721628672
Gm8185,-0.041524864,0.99999707
5830454E08Rik,0.123613445,0.708309292
Tpst2,0.000119902,0.99999707
Hcar2,0.075305633,0.99999707
Gm12275,-0.078113271,0.979942677
